person_nbr,officer_id,full_name,first_name_npi,last_name_npi,agency_name_score,full_name_score,first_name_oov,oov_middle_initial,last_name_oov,rank,agency_name,oov_agency_name,start_date,end_date
113143,40187,THOMAS LOYA,THOMAS,LOYA,0.95,1.0,THOMAS,Mccoy,LOYA,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2018-10-08,
124051,40125,PAUL JOHNSON,PAUL,JOHNSON,0.95,1.0,PAUL,Marshall,JOHNSON,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2014-10-06,
144043,40115,DARRELL MIKESH,DARRELL,MIKESH,0.95,1.0,DARRELL,S.,MIKESH,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2002-01-24,
155347,40228,TRENT COLE,TRENT,COLE,0.95,1.0,TRENT,Camden,COLE,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2022-06-18,
140069,40112,SEAN REEVES,SEAN,REEVES,0.95,1.0,SEAN,A.,REEVES,CHIEF,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2001-08-09,
150605,40145,BIANCA POLING,BIANCA,POLING,0.95,1.0,BIANCA,Wanece,POLING,,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2011-07-11,
152959,40223,ETHAN KEYSER,ETHAN,KEYSER,0.95,1.0,ETHAN,Erickson,KEYSER,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2021-12-27,
145400,40205,DONALD RICCI,DONALD,RICCI,0.95,1.0,DONALD,Michael,RICCI,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2020-12-21,
152958,40225,JUWAN WOODSON,JUWAN,WOODSON,0.95,1.0,JUWAN,Ellis,WOODSON,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2021-12-27,
110772,40203,STEPHEN LALUNA,STEPHEN,LALUNA,0.95,1.0,STEPHEN,M.,LALUNA,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2020-12-03,
124190,40165,JORDAN WEETHEE,JORDAN,WEETHEE,0.95,1.0,JORDAN,Maxwell,WEETHEE,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2016-07-05,
142680,40117,MICHAEL EASTON,MICHAEL,EASTON,0.95,1.0,MICHAEL,J.,EASTON,SERGEANT,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2002-08-14,
155343,40226,ENZO IRIZARRY,ENZO,IRIZARRY,0.95,1.0,ENZO,Javier,IRIZARRY,PATROLMAN/OFFICER,ALBEMARLE COUNTY POLICE DEPARTMENT,ALBEMARLE COUNTY POLICE,2022-06-18,
102343,39826,XAVIER IVERY,XAVIER,IVERY,0.9696969604492187,1.0,XAVIER,,IVERY,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2017-01-09,
3079,39825,MEGAN LOMBARD,MEGAN,LOMBARD,0.9696969604492187,1.0,MEGAN,,LOMBARD,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2020-10-26,
48374,39841,JOHN SLAUGHTER,JOHN,SLAUGHTER,0.9696969604492187,1.0,JOHN,,SLAUGHTER,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2021-03-08,
77773,39830,JOHN HOWARD,JOHN,HOWARD,0.9696969604492187,1.0,JOHN,,HOWARD,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2019-08-26,
27581,39833,JEREMY ANDERSON,JEREMY,ANDERSON,0.9696969604492187,1.0,JEREMY,,ANDERSON,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2019-08-05,
103158,39839,BRANDAN SMOOT,BRANDAN,SMOOT,0.9696969604492187,1.0,BRANDAN,,SMOOT,SERGEANT,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2019-02-04,
74031,39820,MARCUS TYLER,MARCUS,TYLER,0.9696969604492187,1.0,MARCUS,,TYLER,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2020-07-06,
151156,39822,JOSUE MAR,JOSUE,MAR,0.9696969604492187,1.0,JOSUE,,MAR,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2018-07-02,
90989,39827,ROB NEAL,ROB,NEAL,0.9696969604492187,1.0,ROB,,NEAL,DEPUTY SHERIFF,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2020-01-06,
102150,39819,CHARLES DEAN,CHARLES,DEAN,0.9696969604492187,1.0,CHARLES,,DEAN,SERGEANT,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2018-02-26,
100742,39823,KEVIN SPROUSE,KEVIN,SPROUSE,0.9696969604492187,1.0,KEVIN,,SPROUSE,MASTER DEPUTY,ALBEMARLE COUNTY SHERIFF`S OFFICE,ALBEMARLE COUNTY SHERIFF'S OFFICE,2005-10-17,
2196,48274,MARYBETH RUTZ,MARYBETH,RUTZ,0.95,1.0,MARYBETH,,RUTZ,LIEUTENANT,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2008-07-11,
4818,48171,PATRICK CARTY,PATRICK,CARTY,0.95,1.0,PATRICK,J.,CARTY,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2021-06-28,
14665,48220,MYRNA JUAREZ,MYRNA,JUAREZ,0.95,1.0,MYRNA,,JUAREZ,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2007-11-30,
8967,48305,TANYA WILSON,TANYA,WILSON,0.95,1.0,TANYA,M.,WILSON,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2003-07-05,
16727,48170,WAKEATIN CARTER,WAKEATIN,CARTER,0.95,1.0,WAKEATIN,J.,CARTER,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2007-07-27,
12700,48247,DEVON NECKLES,DEVON,NECKLES,0.95,1.0,DEVON,G.,NECKLES,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2010-10-02,
15621,48265,JOSUE REYES,JOSUE,REYES,0.95,1.0,JOSUE,M.,REYES,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2017-11-06,
12897,48180,ANDREA DIAZ,ANDREA,DIAZ,0.95,1.0,ANDREA,F.,DIAZ,SERGEANT,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2004-02-28,
24657,48253,JULIO OCASIO,JULIO,OCASIO,0.95,1.0,JULIO,M.,OCASIO,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2011-08-09,
24001,48208,DAVID HOFFMASTER,DAVID,HOFFMASTER,0.95,1.0,DAVID,C.,HOFFMASTER,SERGEANT,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2010-10-02,
33974,48148,FREDERICK AMPONSEM,FREDERICK,AMPONSEM,0.95,1.0,FREDERICK,O.,AMPONSEM,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2015-04-20,
30562,48236,BRIAN MAUCK,BRIAN,MAUCK,0.95,1.0,BRIAN,J.,MAUCK,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2010-04-02,
44436,48282,ANGELA SPEIGHT,ANGELA,SPEIGHT,0.95,1.0,ANGELA,R.,SPEIGHT,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2018-01-29,
23345,48217,MARK JESSUP,MARK,JESSUP,0.95,1.0,MARK,A.,JESSUP,SERGEANT,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2004-07-17,
31976,48254,VIKAS OHRI,VIKAS,OHRI,0.95,1.0,VIKAS,,OHRI,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2003-09-27,
26269,48206,OMAR HERRING,OMAR,HERRING,0.95,1.0,OMAR,W.,HERRING,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2018-05-21,
54779,48277,ANDREW SCHRINEL,ANDREW,SCHRINEL,0.95,1.0,ANDREW,M.,SCHRINEL,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2016-08-29,
44022,85524,SHANDRA REDFEARN,SHANDRA,REDFEARN,0.95,1.0,SHANDRA,A.,REDFEARN,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2022-12-27,
46826,48273,JOSEPH RUNQUIST,JOSEPH,RUNQUIST,0.95,1.0,JOSEPH,,RUNQUIST,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2007-11-30,
63860,48276,SEAN SCALSKY,SEAN,SCALSKY,0.95,1.0,SEAN,J.,SCALSKY,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2016-12-05,
74463,48166,CARLOS CANAS,CARLOS,CANAS,0.95,1.0,CARLOS,A.,CANAS,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2019-06-29,
104630,48216,TAYLOR JAMES,TAYLOR,JAMES,0.95,1.0,TAYLOR,P.,JAMES,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2019-06-29,
122815,48152,ISIDRO BATTLE,ISIDRO,BATTLE,0.95,1.0,ISIDRO,M.,BATTLE,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2005-08-27,
102093,48227,SHAYLA LEONARD,SHAYLA,LEONARD,0.95,1.0,SHAYLA,M.,LEONARD,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2015-04-20,
91812,48285,RYAN STEARNS,RYAN,STEARNS,0.95,1.0,RYAN,A.,STEARNS,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2011-11-26,
146515,48207,JEFFREY HINES,JEFFREY,HINES,0.95,1.0,JEFFREY,M.,HINES,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2006-02-10,
102115,48245,TONYA MOSS,TONYA,MOSS,0.95,1.0,TONYA,A.,MOSS,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2002-04-26,
105278,48243,NICHOLAS MONTGOMERY,NICHOLAS,MONTGOMERY,0.95,1.0,NICHOLAS,,MONTGOMERY,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2017-11-06,
152477,48294,MD UDDIN,MD,UDDIN,0.95,1.0,MD,,UDDIN,,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2021-11-29,
122985,48210,LEMUEL HOUSTON,LEMUEL,HOUSTON,0.95,1.0,LEMUEL,,HOUSTON,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2014-06-23,
126308,48162,COREY BRYANT,COREY,BRYANT,0.95,1.0,COREY,,BRYANT,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2016-08-29,
125032,48290,NORMAN THOMPSON,NORMAN,THOMPSON,0.95,1.0,NORMAN,,THOMPSON,SERGEANT,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2002-10-26,
155052,48234,RICARDO MARQUEZ,RICARDO,MARQUEZ,0.95,1.0,RICARDO,,MARQUEZ,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2022-06-27,
127437,48181,DEON EADDY,DEON,EADDY,0.95,1.0,DEON,,EADDY,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2011-12-03,
157865,85520,EHSAN KHAN,EHSAN,KHAN,0.95,1.0,EHSAN,U.,KHAN,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2023-01-03,
134116,48293,ALEXIS TURNER,ALEXIS,TURNER,0.95,1.0,ALEXIS,A.,TURNER,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2018-01-29,
142150,48307,GERALD WOODEN,GERALD,WOODEN,0.95,1.0,GERALD,A.,WOODEN,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2014-10-11,
155702,48224,NICHOLAS LAYTON,NICHOLAS,LAYTON,0.95,1.0,NICHOLAS,A.,LAYTON,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2022-07-18,
158106,85530,JESSICA TARIUS,JESSICA,TARIUS,0.95,1.0,JESSICA,,TARIUS,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2023-01-13,
147763,48203,RICKY HART,RICKY,HART,0.95,1.0,RICKY,C.,HART,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2000-11-25,
139468,48184,BENNIE EVANS,BENNIE,EVANS,0.95,1.0,BENNIE,L.,EVANS,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2017-02-13,
151486,48214,ISMAEL INTERIANO,ISMAEL,INTERIANO,0.95,1.0,ISMAEL,G.,INTERIANO,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2019-06-29,
157924,85519,GAMBO IBRAHIM,GAMBO,IBRAHIM,0.95,1.0,GAMBO,,IBRAHIM,DEPUTY SHERIFF,ALEXANDRIA CITY SHERIFF'S OFFICE,ALEXANDRIA SHERIFF'S OFFICE,2023-01-03,
53931,40690,JOSHUA LAPRADE,JOSHUA,LAPRADE,0.9696969604492187,1.0,JOSHUA,A.,LAPRADE,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2018-11-01,
1467,84536,KRISTA BELKNAP,KRISTA,BELKNAP,0.9696969604492187,1.0,KRISTA,,BELKNAP,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2023-04-01,
30131,40697,JARED CAMPBELL,JARED,CAMPBELL,0.9696969604492187,1.0,JARED,S.,CAMPBELL,AUXILIARY,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2005-12-05,
44011,40678,PHILIP LEWIS,PHILIP,LEWIS,0.9696969604492187,1.0,PHILIP,M.,LEWIS,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2016-08-22,
37950,40715,DAVID CARTER,DAVID,CARTER,0.9696969604492187,1.0,DAVID,,CARTER,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2019-09-01,
55105,40691,WILLIAM CLARK,WILLIAM,CLARK,0.9696969604492187,1.0,WILLIAM,L.,CLARK,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2018-11-01,
45795,40711,HAMPTON CLARK,HAMPTON,CLARK,0.9696969604492187,1.0,HAMPTON,J.,CLARK,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2019-12-01,
71841,40682,KENNETH DUDDING,KENNETH,DUDDING,0.9696969604492187,1.0,KENNETH,S.,DUDDING,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2013-07-22,
57592,40704,MARTY FORBES,MARTY,FORBES,0.9696969604492187,1.0,MARTY,,FORBES,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2020-05-26,
52652,40677,SIERRA COSBY,SIERRA,COSBY,0.9696969604492187,1.0,SIERRA,,COSBY,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2015-04-01,
152935,40709,JAMES ARMENTROUT,JAMES,ARMENTROUT,0.9696969604492187,1.0,JAMES,C.,ARMENTROUT,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2021-12-01,
150873,40679,MICHAEL GARCIA,MICHAEL,GARCIA,0.9696969604492187,1.0,MICHAEL,A.,GARCIA,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2017-02-06,
84171,40705,MARIELLEN BOOZE,MARIELLEN,BOOZE,0.9696969604492187,1.0,MARIELLEN,R.,BOOZE,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2019-02-15,
96668,40714,BARRY BALSER,BARRY,BALSER,0.9696969604492187,1.0,BARRY,G.,BALSER,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2019-03-25,
157401,40712,AMANDA LAPRADE,AMANDA,LAPRADE,0.9696969604492187,1.0,AMANDA,,LAPRADE,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2022-11-01,
118115,40703,DANIEL BLEVINS,DANIEL,BLEVINS,0.9696969604492187,1.0,DANIEL,A.,BLEVINS,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2019-02-15,
100513,40683,RAY KEEN,RAY,KEEN,0.9696969604492187,1.0,RAY,W.,KEEN,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2005-06-01,
160436,84542,KEVIN MYERS,KEVIN,MYERS,0.9696969604492187,1.0,KEVIN,W.,MYERS,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2023-07-01,
101591,40668,CHRISTOPHER FISHER,CHRISTOPHER,FISHER,0.9696969604492187,1.0,CHRISTOPHER,M.,FISHER,AUXILIARY,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2006-11-14,
108418,40661,JAMES CRONK,JAMES,CRONK,0.9696969604492187,1.0,JAMES,Terry,CRONK,SERGEANT,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,1984-07-01,
101602,40685,JAMES DUDDING,JAMES,DUDDING,0.9696969604492187,1.0,JAMES,M.,DUDDING,DEPUTY SHERIFF,ALLEGHANY COUNTY SHERIFF`S OFFICE,ALLEGHANY COUNTY SHERIFF'S OFFICE,2009-12-14,
83234,78533,NORMAN REYNOLDS,NORMAN,REYNOLDS,0.9705882263183594,1.0,NORMAN,,REYNOLDS,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2020-05-01,
32683,78527,TRAVIS FIREBAUGH,TRAVIS,FIREBAUGH,0.9705882263183594,1.0,TRAVIS,,FIREBAUGH,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2012-02-01,
32041,78522,JEREMY BROWN,JEREMY,BROWN,0.9705882263183594,1.0,JEREMY,,BROWN,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2016-03-01,
42307,78534,JUSTIN ROTHGEB,JUSTIN,ROTHGEB,0.9705882263183594,1.0,JUSTIN,,ROTHGEB,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2017-12-01,
91249,78535,ROBERT RICHARDSON,ROBERT,RICHARDSON,0.9705882263183594,1.0,ROBERT,,RICHARDSON,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2006-07-06,
105712,78523,BRANDON CLARK,BRANDON,CLARK,0.9705882263183594,1.0,BRANDON,,CLARK,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2020-08-15,
72696,84545,DAVID GRIFFIN,DAVID,GRIFFIN,0.9705882263183594,1.0,DAVID,,GRIFFIN,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2012-09-07,
82514,78526,TIMOTHY DUDLEY,TIMOTHY,DUDLEY,0.9705882263183594,1.0,TIMOTHY,,DUDLEY,DEPUTY SHERIFF,APPOMATTOX COUNTY SHERIFF`S OFFICE,APPOMATTOX COUNTY SHERIFF'S OFFICE,2018-01-01,
1962,41060,DAVID GIROUX,DAVID,GIROUX,0.95,1.0,DAVID,W.,GIROUX,CAPTAIN,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,1995-07-23,
4868,41054,WAYNE VINCENT,WAYNE,VINCENT,0.95,1.0,WAYNE,A.,VINCENT,DEPUTY CHIEF,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,1995-11-26,
1469,41138,ROSEANN MUNIZZA,ROSEANN,MUNIZZA,0.95,1.0,ROSEANN,,MUNIZZA,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2004-01-26,
2408,41106,LUKE HAGLOF,LUKE,HAGLOF,0.95,1.0,LUKE,A.,HAGLOF,LIEUTENANT,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,1999-10-24,
1640,41273,TYLER KEATING,TYLER,KEATING,0.95,1.0,TYLER,B.,KEATING,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2020-01-21,
3958,41137,CHRISTOPHER MULRAIN,CHRISTOPHER,MULRAIN,0.95,1.0,CHRISTOPHER,J.,MULRAIN,LIEUTENANT,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2011-01-10,
12582,41107,KELLY HEATH,KELLY,HEATH,0.95,1.0,KELLY,D.,HEATH,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2016-07-11,
5503,41097,CONOR FITZGERALD,CONOR,FITZGERALD,0.95,1.0,CONOR,J.,FITZGERALD,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2013-06-16,
5883,41075,MICKEY BIGG,MICKEY,BIGG,0.95,1.0,MICKEY,L.,BIGG,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2013-07-01,
2688,41366,ROBERT WRIGHT,ROBERT,WRIGHT,0.95,1.0,ROBERT,F.,WRIGHT,LIEUTENANT,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2002-07-07,
6616,41363,DANA WILLIAMS,DANA,WILLIAMS,0.95,1.0,DANA,S.,WILLIAMS,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2019-01-21,
2864,41250,GEOFFREY GAMMELL,GEOFFREY,GAMMELL,0.95,1.0,GEOFFREY,W.,GAMMELL,LIEUTENANT,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2004-04-05,
6227,41100,ANTHONY GATTO,ANTHONY,GATTO,0.95,1.0,ANTHONY,J.,GATTO,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2016-09-19,
8068,41116,TIMOTHY KOCH,TIMOTHY,KOCH,0.95,1.0,TIMOTHY,M.,KOCH,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2000-01-16,
2813,41083,IAN CAMPBELL,IAN,CAMPBELL,0.95,1.0,IAN,P.,CAMPBELL,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2006-02-21,
5488,41314,JASON PARDEE,JASON,PARDEE,0.95,1.0,JASON,D.,PARDEE,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2018-07-22,
10318,41205,JONATHAN BELL,JONATHAN,BELL,0.95,1.0,JONATHAN,,BELL,CORPORAL,ARLINGTON COUNTY POLICE DEPARTMENT,ARLINGTON COUNTY POLICE,2020-06-22,
